UN-Nummer;Benennung und Beschreibung;Klasse;Klassifizierungscode;Verpackungsgruppe;Gefahrzettel;Sondervorschriften;Begrenzte und freigestellte Mengen A;Begrenzte und freigestellte Mengen B;Verpackung_Anweisungen;Verpackung_Sondervorschriften;Verpackung_Zusammenpackung;Tank_Anweisungen;Tank_Sondervorschriften;ADR-Tanks_Tankcodierung;ADR-Tanks_Sondervorschriften;Fahrzeug_Befoerderung_Tanks;Befoerderungskategorie;Sondervorschriften_Versandstuecke;Sondervorschriften_SchuettGut;Sondervorschriften_Handhabung;Sondervorschriften_Betrieb;Nummer_Gefahr
2546;TITAN-PULVER, TROCKEN;4.2;S4;II;4.2;540;0;E2;P410 IBC06;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;-;-;40
2546;TITAN-PULVER, TROCKEN;4.2;S4;III;4.2;540;0;E1;P002 IBC08 LP02 R001;B3;MP14;T1;TP33;SGAN;-;AT;3 (E);V1;VC1 VC2 AP1;-;-;40
2547;NATRIUMSUPEROXID;5.1;O2;I;5.1;-;0;E0;P503 IBC06;-;MP2;-;-;-;-;-;1 (E);V10;-;CV24;S20;-
2548;CHLORPENTAFLUORID;2;2TOC;-;2.3+ 5.1+8;-;0;E0;P200;-;MP9;-;-;-;-;-;1 (D);-;-;CV9 CV10 CV36;S14;-
2552;HEXAFLUORACETONHYDRAT, FLÜSSIG;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2554;METHYLALLYLCHLORID;3;F1;II;3;-;1 L;E2;P001 IBC02 R001;-;MP19;T4;TP1;LGBF;-;FL;2 (D/E);-;-;-;S2 S20;33
2555;NITROCELLULOSE MIT mindestens 25 Masse-% WASSER;4.1;D;II;4.1;394 541;0;E0;P406;-;MP2;-;-;-;-;-;2 (B);-;-;-;S14;-
2556;NITROCELLULOSE MIT mindestens 25 Masse-% ALKOHOL und höchstens 12,6 % Stickstoff in der Trockenmasse;4.1;D;II;4.1;394 541;0;E0;P406;-;MP2;-;-;-;-;-;2 (B);-;-;-;S14;-
2557;NITROCELLULOSE, MISCHUNG mit höchstens 12,6 % Stickstoff in der Trockenmasse, MIT oder OHNE PLASTIFIZIERUNGSMITTEL, MIT oder OHNE PIGMENT;4.1;D;II;4.1;241 394 541;0;E0;P406;-;MP2;-;-;-;-;-;2 (B);-;-;-;S14;-
2558;EPIBROMHYDRIN;6.1;TF1;I;6.1+3;-;0;E0;P001;-;MP8 MP17;T14;TP2;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/D);-;-;CV1 CV13 CV28;S2 S9 S14;663
2560;2-METHYLPENTAN-2-OL;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2561;3-METHYLBUT-1-EN;3;F1;I;3;-;0;E3;P001;-;MP7 MP17;T11;TP2;L4BN;-;FL;1 (D/E);-;-;-;S2 S20;33
2564;TRICHLORESSIGSÄURE, LÖSUNG;8;C3;II;8;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2564;TRICHLORESSIGSÄURE, LÖSUNG;8;C3;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
2565;DICYCLOHEXYLAMIN;8;C7;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
2567;NATRIUMPENTACHLORPHENOLAT;6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2570;CADMIUMVERBINDUNG;6.1;T5;I;6.1;274 596;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
2570;CADMIUMVERBINDUNG;6.1;T5;II;6.1;274 596;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2570;CADMIUMVERBINDUNG;6.1;T5;III;6.1;274 596;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2571;ALKYLSCHWEFELSÄUREN;8;C3;II;8;-;1 L;E2;P001 IBC02;-;MP15;T8;TP2 TP28;L4BN;-;AT;2 (E);-;-;-;-;80
2572;PHENYLHYDRAZIN;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2573;THALLIUMCHLORAT;5.1;OT2;II;5.1+ 6.1;-;1 kg;E2;P002 IBC06;-;MP2;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24 CV28;-;56
2574;TRICRESYLPHOSPHAT mit mehr als 3 % ortho-Isomer;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2576;PHOSPHOROXYBROMID, GESCHMOLZEN;8;C1;II;8;-;0;E0;-;-;-;T7;TP3;L4BN;-;AT;2 (E);-;-;-;-;80
2577;PHENYLACETYLCHLORID;8;C3;II;8;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2578;PHOSPHORTRIOXID;8;C2;III;8;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;-;AT;3 (E);-;VC1 VC2 AP7;-;-;80
2579;PIPERAZIN;8;C8;III;8;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV L4BN;-;AT;3 (E);-;VC1 VC2 AP7;-;-;80
2580;ALUMINIUMBROMID, LÖSUNG;8;C1;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
2581;ALUMINIUMCHLORID, LÖSUNG;8;C1;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;TU42;AT;3 (E);V12;-;-;-;80
2582;EISEN(III)CHLORID, LÖSUNG;8;C1;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;TU42;AT;3 (E);V12;-;-;-;80
2583;ALKYLSULFONSÄUREN, FEST oder ARYLSULFONSÄUREN, FEST, mit mehr als 5 % freier Schwefelsäure;8;C2;II;8;-;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN L4BN;-;AT;2 (E);V11;-;-;-;80
2584;ALKYLSULFONSÄUREN, FLÜSSIG oder ARYLSULFONSÄUREN, FLÜSSIG, mit mehr als 5 % freier Schwefelsäure;8;C1;II;8;-;1 L;E2;P001 IBC02;-;MP15;T8;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2585;ALKYLSULFONSÄUREN, FEST oder ARYLSULFONSÄUREN, FEST, mit höchstens 5 % freier Schwefelsäure;8;C4;III;8;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAV;-;AT;3 (E);-;VC1 VC2 AP7;-;-;80
2586;ALKYLSULFONSÄUREN, FLÜSSIG oder ARYLSULFONSÄUREN, FLÜSSIG, mit höchstens 5 % freier Schwefelsäure;8;C3;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;TU42;AT;3 (E);V12;-;-;-;80
2587;BENZOCHINON;6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2588;PESTIZID, FEST, GIFTIG, N.A.G.;6.1;T7;I;6.1;61 274 648;0;E5;P002 IBC02;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);-;-;CV1 CV13 CV28;S9 S14;66
2588;PESTIZID, FEST, GIFTIG, N.A.G.;6.1;T7;II;6.1;61 274 648;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2588;PESTIZID, FEST, GIFTIG, N.A.G.;6.1;T7;III;6.1;61 274 648;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2589;VINYLCHLORACETAT;6.1;TF1;II;6.1+3;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
2590;ASBEST, CHRYSOTIL;9;M1;III;9;168;5 kg;E1;P002 IBC08 R001;PP37 B4;MP10;T1;TP33;SGAH;TU15;AT;3 (E);V11;-;CV13 CV28;-;90
2591;XENON, TIEFGEKÜHLT, FLÜSSIG;2;3A;-;2.2;593;120 ml;E1;P203;-;MP9;T75;TP5;RxBN;TU19 TA4 TT9;AT;3 (C/E);V5;-;CV9 CV11 CV36;S20;22
2599;CHLORTRIFLUORMETHAN UND TRIFLUORMETHAN, AZEOTROPES GEMISCH mit ca. 60 % Chlortrifluormethan (GAS ALS KÄLTEMITTEL R 503);2;2A;-;2.2;662;120 ml;E1;P200;-;MP9;(M);-;PxBN(M);TA4 TT9;AT;3 (C/E);-;-;CV9 CV10 CV36;-;20
2601;CYCLOBUTAN;2;2F;-;2.1;662;0;E0;P200;-;MP9;(M);-;PxBN(M);TA4 TT9;FL;2 (B/D);-;-;CV9 CV10 CV36;S2 S20;23
2602;DICHLORDIFLUORMETHAN UND 1,1-DIFLUORETHAN, AZEOTROPES GEMISCH mit ca. 74 % Dichlordifluormethan (GAS ALS KÄLTEMITTEL R 500);2;2A;-;2.2;662;120 ml;E1;P200;-;MP9;T50 (M);-;PxBN(M);TA4 TT9;AT;3 (C/E);-;-;CV9 CV10 CV36;-;20
2603;CYCLOHEPTATRIEN;3;FT1;II;3+6.1;-;1 L;E2;P001 IBC02;-;MP19;T7;TP1;L4BH;TU15;FL;2 (D/E);-;-;CV13 CV28;S2 S19;336
2604;BORTRIFLUORIDDIETHYLETHERAT;8;CF1;I;8+3;-;0;E0;P001;-;MP8 MP17;T10;TP2;L10BH;-;FL;1 (D/E);-;-;-;S2 S14;883
2605;METHOXYMETHYLISOCYANAT;6.1;TF1;I;6.1+3;354;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/D);-;-;CV1 CV13 CV28;S2 S9 S14;663
2606;METHYLORTHOSILICAT;6.1;TF1;I;6.1+3;354;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/D);-;-;CV1 CV13 CV28;S2 S9 S14;663
2607;ACROLEIN, DIMER, STABILISIERT;3;F1;III;3;386 676;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V8 V12;-;-;S2 S4;39
2608;NITROPROPANE;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2609;TRIALLYLBORAT;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;-;-;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2610;TRIALLYLAMIN;3;FC;III;3+8;-;5 L;E1;P001 IBC03 R001;-;MP19;T4;TP1;L4BN;-;FL;3 (D/E);V12;-;-;S2;38
2611;1-CHLORPROPAN-2-OL;6.1;TF1;II;6.1+3;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;FL;2 (D/E);-;-;CV13 CV28;S2 S9 S19;63
2612;METHYLPROPYLETHER;3;F1;II;3;-;1 L;E2;P001 IBC02;B8;MP19;T7;TP2;L1,5BN;-;FL;2 (D/E);-;-;-;S2 S20;33
2614;METHYLALLYLALKOHOL;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2615;ETHYLPROPYLETHER;3;F1;II;3;-;1 L;E2;P001 IBC02 R001;-;MP19;T4;TP1;LGBF;-;FL;2 (D/E);-;-;-;S2 S20;33
2616;TRIISOPROPYLBORAT;3;F1;II;3;-;1 L;E2;P001 IBC02 R001;-;MP19;T4;TP1;LGBF;-;FL;2 (D/E);-;-;-;S2 S20;33
2616;TRIISOPROPYLBORAT;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2617;METHYLCYCLOHEXANOLE, entzündbar;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2618;VINYLTOLUENE, STABILISIERT;3;F1;III;3;386 676;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V8 V12;-;-;S2 S4;39
2619;BENZYLDIMETHYLAMIN;8;CF1;II;8+3;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;FL;2 (D/E);-;-;-;S2;83
2620;AMYLBUTYRATE;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2621;ACETYLMETHYLCARBINOL;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2622;GLYCIDALDEHYD;3;FT1;II;3+6.1;-;1 L;E2;P001 IBC02;B8;MP19;T7;TP1;L4BH;TU15;FL;2 (D/E);-;-;CV13 CV28;S2 S19;336
2623;FEUERANZÜNDER, FEST, mit entzündbarem flüssigem Stoff getränkt;4.1;F1;III;4.1;-;5 kg;E1;P002 LP02 R001;PP15;MP11;-;-;-;-;-;4 (E);-;-;-;-;-
2624;MAGNESIUMSILICID;4.3;W2;II;4.3;-;500 g;E2;P410 IBC07;-;MP14;T3;TP33;SGAN;-;AT;2 (D/E);V1;-;CV23;-;423
2626;CHLORSÄURE, WÄSSERIGE LÖSUNG mit höchstens 10 % Säure;5.1;O1;II;5.1;613;1 L;E0;P504 IBC02;-;MP2;T4;TP1;L4BN;TU3;AT;2 (E);-;-;CV24;-;50
2627;NITRITE, ANORGANISCHE, N.A.G.;5.1;O2;II;5.1;103 274;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN;TU3;AT;2 (E);V11;-;CV24;-;50
2628;KALIUMFLUORACETAT;6.1;T2;I;6.1;-;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH;TU15 TE19;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
2629;NATRIUMFLUORACETAT;6.1;T2;I;6.1;-;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH;TU15 TE19;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
2630;SELENATE oder SELENITE;6.1;T5;I;6.1;274;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
2642;FLUORESSIGSÄURE;6.1;T2;I;6.1;-;0;E5;P002 IBC07;-;MP18;T6;TP33;S10AH L10CH;TU14 TU15 TE19 TE21;AT;1 (C/E);V10;-;CV1 CV13 CV28;S9 S14;66
2643;METHYLBROMACETAT;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2644;METHYLIODID;6.1;T1;I;6.1;354;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/D);-;-;CV1 CV13 CV28;S9 S14;66
2645;PHENACYLBROMID;6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2646;HEXACHLORCYCLOPENTADIEN;6.1;T1;I;6.1;354;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;AT;1 (C/D);-;-;CV1 CV13 CV28;S9 S14;66
2647;MALONONITRIL;6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2648;1,2-DIBROMBUTAN-3-ON;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;-;-;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2649;1,3-DICHLORACETON;6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2650;1,1-DICHLOR-1-NITROETHAN;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2651;4,4'DIAMINODIPHENYLMETHAN;6.1;T2;III;6.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2653;BENZYLIODID;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2655;KALIUMFLUOROSILICAT;6.1;T5;III;6.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2656;CHINOLIN;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2657;SELENDISULFID;6.1;T5;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2659;NATRIUMCHLORACETAT;6.1;T2;III;6.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2660;NITROTOLUIDINE (MONO);6.1;T2;III;6.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2661;HEXACHLORACETON;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2664;DIBROMMETHAN;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2667;BUTYLTOLUENE;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2668;CHLORACETONITRIL;6.1;TF1;I;6.1+3;354;0;E0;P602;-;MP8 MP17;T20;TP2;L10CH;TU14 TU15 TE19 TE21;FL;1 (C/D);-;-;CV1 CV13 CV28;S2 S9 S14;663
2669;CHLORCRESOLE, LÖSUNG;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2669;CHLORCRESOLE, LÖSUNG;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP2;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2670;CYANURCHLORID;8;C4;II;8;-;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN L4BN;-;AT;2 (E);V11;-;-;-;80
2671;AMINOPYRIDINE (o-, m-, p-);6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2672;AMMONIAKLÖSUNG in Wasser, relative Dichte zwischen 0,880 und 0,957 bei 15 °C, mit mehr als 10 %, aber höchstens 35 % Ammoniak;8;C5;III;8;543;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
2673;2-AMINO-4-CHLORPHENOL;6.1;T2;II;6.1;-;500 g;E4;P002 IBC08;B4;MP10;T3;TP33;SGAH L4BH;TU15 TE19;AT;2 (D/E);V11;-;CV13 CV28;S9 S19;60
2674;NATRIUMFLUOROSILICAT;6.1;T5;III;6.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2676;ANTIMONWASSERSTOFF (STIBIN);2;2TF;-;2.3+ 2.1;-;0;E0;P200;-;MP9;-;-;-;-;-;1 (D);-;-;CV9 CV10 CV36;S2 S14;-
2677;RUBIDIUMHYDROXIDLÖSUNG;8;C5;II;8;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2677;RUBIDIUMHYDROXIDLÖSUNG;8;C5;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
2678;RUBIDIUMHYDROXID;8;C6;II;8;-;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN;-;AT;2 (E);V11;-;-;-;80
2679;LITHIUMHYDROXIDLÖSUNG;8;C5;II;8;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2679;LITHIUMHYDROXIDLÖSUNG;8;C5;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP2;L4BN;-;AT;3 (E);V12;-;-;-;80
2680;LITHIUMHYDROXID;8;C6;II;8;-;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN;-;AT;2 (E);V11;-;-;-;80
2681;CAESIUMHYDROXIDLÖSUNG;8;C5;II;8;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2681;CAESIUMHYDROXIDLÖSUNG;8;C5;III;8;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BN;-;AT;3 (E);V12;-;-;-;80
2682;CAESIUMHYDROXID;8;C6;II;8;-;1 kg;E2;P002 IBC08;B4;MP10;T3;TP33;SGAN;-;AT;2 (E);V11;-;-;-;80
2683;AMMONIUMSULFID, LÖSUNG;8;CFT;II;8+3+ 6.1;-;1 L;E2;P001 IBC01;-;MP15;T7;TP2;L4BN;-;FL;2 (D/E);-;-;CV13 CV28;S2;836
2684;3-DIETHYLAMINOPROPYLAMIN;3;FC;III;3+8;-;5 L;E1;P001 IBC03 R001;-;MP19;T4;TP1;L4BN;-;FL;3 (D/E);V12;-;-;S2;38
2685;N,NDIETHYLETHYLENDIAMIN;8;CF1;II;8+3;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;FL;2 (D/E);-;-;-;S2;83
2686;2-DIETHYLAMINOETHANOL;8;CF1;II;8+3;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;FL;2 (D/E);-;-;-;S2;83
2687;DICYCLOHEXYLAMMONIUMNITRIT;4.1;F3;III;4.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP11;T1;TP33;SGAV;-;AT;3 (E);-;VC1 VC2;-;-;40
2688;1-BROM-3-CHLORPROPAN;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2689;GLYCEROL-alphaMONOCHLORHYDRIN;6.1;T1;III;6.1;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T4;TP1;L4BH;TU15 TE19;AT;2 (E);V12;-;CV13 CV28;S9;60
2690;N,n-BUTYLIMIDAZOL;6.1;T1;II;6.1;-;100 ml;E4;P001 IBC02;-;MP15;T7;TP2;L4BH;TU15 TE19;AT;2 (D/E);-;-;CV13 CV28;S9 S19;60
2691;PHOSPHORPENTABROMID;8;C2;II;8;-;1 kg;E0;P002 IBC08;B4;MP10;T3;TP33;SGAN;-;AT;2 (E);V11;-;-;-;80
2692;BORTRIBROMID;8;C1;I;8;-;0;E0;P602;-;MP8 MP17;T20;TP2;L10BH;-;AT;1 (E);-;-;-;S20;X88
2693;HYDROGENSULFITE, WÄSSERIGE LÖSUNG, N.A.G.;8;C1;III;8;274;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T7;TP1 TP28;L4BN;TU42;AT;3 (E);V12;-;-;-;80
2698;TETRAHYDROPHTHALSÄUREANHYDRIDE mit mehr als 0,05 % Maleinsäureanhydrid;8;C4;III;8;169;5 kg;E1;P002 IBC08 LP02 R001;PP14 B3;MP10;T1;TP33;SGAV L4BN;-;AT;3 (E);-;VC1 VC2 AP7;-;-;80
2699;TRIFLUORESSIGSÄURE;8;C3;I;8;-;0;E0;P001;-;MP8 MP17;T10;TP2;L10BH;-;AT;1 (E);-;-;-;S20;88
2705;1-PENTOL;8;C9;II;8;-;1 L;E2;P001 IBC02;-;MP15;T7;TP2;L4BN;-;AT;2 (E);-;-;-;-;80
2707;DIMETHYLDIOXANE;3;F1;II;3;-;1 L;E2;P001 IBC02 R001;-;MP19;T4;TP1;LGBF;-;FL;2 (D/E);-;-;-;S2 S20;33
2707;DIMETHYLDIOXANE;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2709;BUTYLBENZENE;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2710;DIPROPYLKETON;3;F1;III;3;-;5 L;E1;P001 IBC03 LP01 R001;-;MP19;T2;TP1;LGBF;-;FL;3 (D/E);V12;-;-;S2;30
2713;ACRIDIN;6.1;T2;III;6.1;-;5 kg;E1;P002 IBC08 LP02 R001;B3;MP10;T1;TP33;SGAH L4BH;TU15 TE19;AT;2 (E);-;VC1 VC2 AP7;CV13 CV28;S9;60
2714;ZINKRESINAT;4.1;F3;III;4.1;-;5 kg;E1;P002 IBC06 R001;-;MP11;T1;TP33;SGAV;-;AT;3 (E);-;VC1 VC2;-;-;40
2715;ALUMINIUMRESINAT;4.1;F3;III;4.1;-;5 kg;E1;P002 IBC06 R001;-;MP11;T1;TP33;SGAV;-;AT;3 (E);-;VC1 VC2;-;-;40
